caldt,vwretd,vwindd,CAP1RET,CAP1IND,CAP2RET,CAP2IND,CAP3RET,CAP3IND,CAP4RET,CAP4IND,CAP5RET,CAP5IND,CAP6RET,CAP6IND,CAP7RET,CAP7IND,CAP8RET,CAP8IND,CAP9RET,CAP9IND,CAP10RET,CAP10IND
19450531,0.018630,4.291768,0.064690,1.955318,0.031977,3.069766,0.029853,3.106429,0.027206,3.198664,0.023781,3.936352,0.032507,3.612688,0.026059,3.516680,0.012370,3.676307,0.013463,3.466327,0.018198,4.774193
19450630,0.003422,4.306456,0.095990,2.143010,0.058404,3.249052,0.047564,3.254184,0.049226,3.356122,0.023232,4.027802,0.029590,3.719588,0.035808,3.642606,0.012877,3.723647,0.013276,3.512345,-0.007169,4.739964
19450731,-0.022095,4.211306,-0.038660,2.060160,-0.041700,3.113568,-0.037398,3.132483,-0.047982,3.195087,-0.051025,3.822282,-0.034719,3.590448,-0.032581,3.523927,-0.032151,3.603928,-0.032020,3.399881,-0.014970,4.669009
19450831,0.061123,4.468713,0.056654,2.176876,0.069109,3.328742,0.065083,3.336354,0.055321,3.371842,0.077463,4.118366,0.062729,3.815674,0.072787,3.780422,0.058844,3.815999,0.082030,3.678772,0.055404,4.927692
19450929,0.048051,4.683442,0.058173,2.303511,0.064103,3.542123,0.066985,3.559841,0.070364,3.609099,0.062972,4.377708,0.071160,4.087197,0.066789,4.032911,0.059786,4.044143,0.055068,3.881355,0.040937,5.129416
19451031,0.039018,4.866181,0.116822,2.572611,0.084394,3.841058,0.074226,3.824074,0.062103,3.833235,0.054675,4.617061,0.061538,4.338714,0.055997,4.258744,0.050610,4.248815,0.052059,4.083415,0.029323,5.279827
19451130,0.054546,5.131612,0.142771,2.939905,0.111726,4.270205,0.092791,4.178914,0.104636,4.234331,0.091688,5.040389,0.088939,4.724594,0.111705,4.734467,0.092485,4.641766,0.052634,4.298343,0.039339,5.487528
19451231,0.011763,5.191977,0.026876,3.018917,0.039124,4.437272,0.027480,4.293749,0.017960,4.310380,0.027650,5.179754,0.035976,4.894567,0.015758,4.809072,0.014663,4.709828,0.031279,4.432789,0.003453,5.506478
19460131,0.063309,5.520675,0.156171,3.490385,0.156640,5.132325,0.106761,4.752153,0.074875,4.633119,0.088783,5.639627,0.077207,5.272459,0.072506,5.157759,0.073905,5.057909,0.066503,4.727581,0.055554,5.812384
19460228,-0.057852,5.201294,-0.076868,3.222088,-0.055791,4.845985,-0.077711,4.382857,-0.082969,4.248713,-0.064851,5.273893,-0.071629,4.894799,-0.075014,4.770858,-0.065001,4.729139,-0.064339,4.423411,-0.051857,5.510972
19460330,0.058716,5.506692,-0.001094,3.218562,0.040192,5.040754,0.052387,4.612464,0.055485,4.484452,0.075917,5.674270,0.070267,5.238740,0.063427,5.073458,0.075503,5.086203,0.079385,4.774562,0.051534,5.794977
19460430,0.042899,5.742926,0.079143,3.473289,0.065990,5.373395,0.072940,4.948895,0.050160,4.709392,0.056248,5.993437,0.040152,5.449088,0.047963,5.316797,0.047348,5.327024,0.038832,4.959969,0.040969,6.032391
19460531,0.039864,5.971860,0.042648,3.621419,0.067429,5.735719,0.052414,5.208285,0.062514,5.003796,0.058394,6.343417,0.072320,5.843167,0.043502,5.548090,0.045836,5.571191,0.056737,5.241381,0.030846,6.218469
19460628,-0.039140,5.738120,-0.038256,3.482877,-0.052079,5.437007,-0.057197,4.910385,-0.044490,4.781178,-0.056076,5.987702,-0.055788,5.517188,-0.055847,5.238248,-0.051839,5.282383,-0.049829,4.980208,-0.031114,6.024987
19460731,-0.025465,5.591996,-0.048028,3.315601,-0.056099,5.131994,-0.054556,4.642492,-0.043453,4.573420,-0.032336,5.794084,-0.047724,5.253887,-0.030839,5.076705,-0.037427,5.084680,-0.032384,4.818927,-0.018389,5.914192
19460830,-0.063922,5.234544,-0.098036,2.990551,-0.077339,4.735093,-0.081381,4.264682,-0.091520,4.154861,-0.071163,5.381762,-0.080241,4.832312,-0.074287,4.699573,-0.068376,4.737008,-0.057366,4.542486,-0.061111,5.552768
19460930,-0.100202,4.710033,-0.169830,2.482667,-0.156240,3.995281,-0.147815,3.634298,-0.146177,3.547517,-0.131391,4.674647,-0.122294,4.241352,-0.126602,4.104599,-0.126863,4.136058,-0.106893,4.056924,-0.086893,5.070272
19461031,-0.014164,4.643320,-0.012091,2.452649,-0.012229,3.946422,-0.011737,3.591642,-0.020083,3.476271,-0.005828,4.647403,-0.011308,4.193391,-0.013178,4.050507,-0.010523,4.092536,-0.010266,4.015274,-0.015979,4.989252
19461130,0.001200,4.648891,-0.006504,2.436698,-0.012376,3.897582,0.000252,3.592548,0.001220,3.480510,0.005677,4.673788,0.002013,4.201834,-0.000968,4.046584,-0.005755,4.068982,0.007495,4.045367,0.000745,4.992969
19461231,0.050925,4.885635,0.011524,2.464779,0.045364,4.074392,0.059478,3.806226,0.049228,3.651850,0.047995,4.898107,0.054320,4.430077,0.063810,4.304798,0.051657,4.279174,0.063742,4.303228,0.047060,5.227938
19470131,0.015128,4.959544,0.066165,2.627861,0.057658,4.309313,0.039331,3.955928,0.033346,3.773623,0.033486,5.062125,0.023768,4.535371,0.010480,4.349914,0.013291,4.336050,0.006572,4.331508,0.014342,5.302919
19470228,-0.011577,4.902129,0.001579,2.632011,-0.003425,4.294555,-0.009231,3.919410,0.001036,3.777532,-0.013943,4.991545,-0.013637,4.473520,-0.001128,4.345007,-0.007240,4.304657,-0.014416,4.269063,-0.012765,5.235225
19470331,-0.017058,4.818510,-0.038081,2.531783,-0.048816,4.084913,-0.045000,3.743038,-0.037913,3.634313,-0.023861,4.872441,-0.022926,4.370960,-0.027692,4.224684,-0.015263,4.238957,-0.023302,4.169585,-0.012401,5.170304
19470430,-0.047868,4.587860,-0.120621,2.226395,-0.100112,3.675963,-0.084166,3.428001,-0.078181,3.350177,-0.094762,4.410721,-0.077048,4.034184,-0.073962,3.912217,-0.067654,3.952173,-0.066401,3.892721,-0.032381,5.002886
19470529,-0.009997,4.541995,-0.062658,2.086893,-0.055218,3.472984,-0.048223,3.262693,-0.045251,3.198578,-0.031403,4.272210,-0.040363,3.871353,-0.027993,3.802701,-0.027737,3.842552,-0.022491,3.805169,0.001540,5.010590
19470630,0.053652,4.785680,0.067398,2.227546,0.045848,3.632213,0.057325,3.449726,0.042927,3.335884,0.041692,4.450326,0.058988,4.099716,0.065191,4.050601,0.056280,4.058811,0.061823,4.040418,0.051147,5.266865
19470731,0.041240,4.983043,0.079737,2.405163,0.068376,3.880570,0.072977,3.701476,0.062347,3.543865,0.069169,4.758153,0.059345,4.343013,0.061390,4.299265,0.052161,4.270523,0.041780,4.209227,0.034491,5.448524
19470829,-0.017509,4.895797,-0.024061,2.347294,-0.020493,3.801044,-0.014223,3.648829,-0.012712,3.498816,-0.014499,4.689167,-0.000158,4.342326,-0.008171,4.264135,-0.018265,4.192522,-0.018741,4.130343,-0.019010,5.344946
19470930,-0.004419,4.874162,0.022430,2.399944,0.015991,3.861826,0.008362,3.679341,0.007880,3.526385,0.005995,4.717278,0.013672,4.401696,0.008201,4.299107,-0.003681,4.177088,-0.000771,4.127159,-0.008807,5.297874
19471031,0.024614,4.994133,0.035040,2.484038,0.045273,4.036661,0.038674,3.821635,0.037000,3.656862,0.020679,4.814826,0.044781,4.598807,0.026567,4.413322,0.019642,4.259133,0.027986,4.242661,0.022314,5.416090
19471129,-0.018306,4.902713,-0.019151,2.436467,-0.034308,3.898170,-0.027947,3.714830,-0.032281,3.538816,-0.028994,4.675225,-0.022884,4.493568,-0.023009,4.311775,-0.028011,4.139830,-0.027034,4.127967,-0.013261,5.344267
19471231,0.030189,5.050719,0.036875,2.526311,0.011039,3.941202,0.013416,3.764668,0.022027,3.616767,0.025454,4.794230,0.025821,4.609598,0.027740,4.431381,0.031320,4.269490,0.040964,4.297064,0.029105,5.499813
19480131,-0.037266,4.862498,0.033984,2.612165,-0.008389,3.908141,-0.013529,3.713735,-0.014513,3.564276,-0.016605,4.714620,-0.026650,4.486750,-0.020712,4.339599,-0.022411,4.173805,-0.039436,4.127606,-0.043072,5.262926
19480228,-0.043439,4.651277,-0.076589,2.412103,-0.071930,3.627028,-0.060097,3.490552,-0.070118,3.314355,-0.054750,4.456496,-0.060423,4.215650,-0.058082,4.087545,-0.046094,3.981416,-0.049255,3.924299,-0.037645,5.064806
19480331,0.082763,5.036230,0.095683,2.642901,0.106492,4.013277,0.082057,3.776976,0.081396,3.584128,0.095265,4.881045,0.098737,4.631890,0.100566,4.498614,0.089615,4.338209,0.111645,4.362427,0.072724,5.433138
19480430,0.037775,5.226472,0.041503,2.752589,0.045524,4.195977,0.030531,3.892290,0.026288,3.678346,0.038880,5.070821,0.046844,4.848868,0.040693,4.681674,0.043453,4.526718,0.042840,4.549313,0.035539,5.626224
19480528,0.074581,5.616270,0.115055,3.069288,0.083902,4.548028,0.085253,4.224118,0.095422,4.029343,0.077982,5.466255,0.091210,5.291133,0.086591,5.087066,0.073589,4.859833,0.077196,4.900501,0.070905,6.025149
19480630,-0.000177,5.615278,-0.014552,3.024625,-0.009115,4.506570,-0.012564,4.171047,-0.009690,3.990300,0.001955,5.476942,-0.020426,5.183059,-0.028023,4.944513,-0.007808,4.821887,-0.007298,4.864738,0.006409,6.063766
19480730,-0.050421,5.332149,-0.067053,2.821813,-0.055641,4.255818,-0.059080,3.924622,-0.051371,3.785314,-0.059005,5.153774,-0.054088,4.902718,-0.033020,4.781245,-0.059022,4.537289,-0.060050,4.572609,-0.047666,5.774729
19480831,0.003854,5.352701,-0.013044,2.785005,-0.008538,4.219481,-0.006405,3.899486,-0.006882,3.759264,-0.001669,5.145170,0.004639,4.925460,0.001234,4.787147,0.006224,4.565527,0.003304,4.587719,0.004885,5.802939
19480930,-0.029544,5.194562,-0.053654,2.635577,-0.057467,3.977001,-0.042793,3.732614,-0.034005,3.631429,-0.040718,4.935672,-0.044755,4.705022,-0.049074,4.552222,-0.041512,4.376004,-0.033312,4.434893,-0.023583,5.666086
19481030,0.060056,5.506527,0.065006,2.806906,0.053116,4.188243,0.057510,3.947277,0.045670,3.797276,0.043488,5.150316,0.046589,4.924223,0.059642,4.823726,0.057130,4.626005,0.059766,4.699950,0.062341,6.019315
19481130,-0.090626,5.007493,-0.115983,2.481353,-0.123827,3.669626,-0.109655,3.514438,-0.103761,3.403268,-0.103801,4.615710,-0.111081,4.377236,-0.108543,4.300143,-0.097865,4.173282,-0.100782,4.226279,-0.083335,5.517696
19481231,0.032202,5.168742,-0.003198,2.473418,-0.012087,3.625272,0.019066,3.581444,0.005409,3.421677,0.016078,4.689923,0.017385,4.453333,0.026764,4.415232,0.030624,4.301085,0.035673,4.377043,0.035164,5.711722
19490131,0.003043,5.184469,0.036815,2.564478,0.049367,3.804241,0.024522,3.669268,0.017449,3.481382,0.008731,4.730869,0.003770,4.470123,0.012335,4.469693,0.016528,4.372172,0.005883,4.402794,-0.001419,5.703618
19490228,-0.029464,5.031714,-0.064655,2.398672,-0.038886,3.656308,-0.055104,3.467076,-0.052295,3.299322,-0.044425,4.520700,-0.040420,4.289442,-0.028368,4.342896,-0.026216,4.257550,-0.018627,4.320782,-0.029705,5.534193
19490331,0.041521,5.240635,0.079849,2.590203,0.064876,3.893515,0.071810,3.716046,0.061225,3.501322,0.066746,4.822440,0.059847,4.546153,0.052702,4.571775,0.050255,4.471513,0.044469,4.512922,0.035749,5.732037
19490430,-0.017866,5.147005,-0.025813,2.523342,-0.041650,3.731350,-0.030170,3.603932,-0.037856,3.368778,-0.027322,4.690679,-0.044636,4.343231,-0.035711,4.408513,-0.023260,4.367507,-0.015874,4.441282,-0.013562,5.654299
19490531,-0.027440,5.005774,-0.071392,2.343196,-0.062012,3.499963,-0.059402,3.389851,-0.044510,3.218832,-0.028676,4.556168,-0.048726,4.131600,-0.029675,4.277690,-0.022689,4.268414,-0.019570,4.354364,-0.026711,5.503266
19490630,0.003093,5.021257,-0.005122,2.331195,-0.010087,3.464657,-0.009146,3.358849,-0.017341,3.163013,-0.012692,4.498341,-0.014155,4.073118,-0.009683,4.236271,0.001487,4.274759,0.010778,4.401294,0.004853,5.529973
19490729,0.055845,5.301671,0.069763,2.493825,0.043891,3.616724,0.058124,3.554080,0.069978,3.384353,0.056493,4.752466,0.077550,4.388990,0.056836,4.477044,0.055789,4.513246,0.058976,4.660863,0.053724,5.827065
19490831,0.026592,5.442650,0.014174,2.529173,0.028777,3.720802,0.029598,3.659274,0.025617,3.471051,0.035732,4.922283,0.021562,4.483627,0.028000,4.602399,0.012386,4.569146,0.024647,4.775738,0.028498,5.993125
19490930,0.031831,5.615897,0.047443,2.649163,0.030938,3.835916,0.053451,3.854866,0.043001,3.620309,0.041449,5.126307,0.049620,4.706106,0.037837,4.776540,0.043519,4.767989,0.035680,4.946135,0.027289,6.156671
19491031,0.031224,5.791246,0.072835,2.842114,0.050935,4.031298,0.037996,4.001336,0.032222,3.736961,0.033078,5.295877,0.038243,4.886084,0.030398,4.921739,0.026923,4.896356,0.024466,5.067148,0.032214,6.355000
19491130,0.018842,5.900362,-0.020107,2.784968,-0.003787,4.016030,0.008200,4.034147,0.013216,3.786350,0.019996,5.401771,0.013937,4.954181,0.012953,4.985488,0.018280,4.985859,0.033131,5.235026,0.017346,6.465233
19491231,0.052102,6.207783,0.093051,3.044111,0.066253,4.282105,0.091806,4.404505,0.071798,4.058204,0.063362,5.744038,0.072544,5.313576,0.062925,5.299201,0.055016,5.260160,0.061220,5.555516,0.045969,6.762434
19500131,0.017283,6.315071,0.073496,3.267842,0.058316,4.531820,0.046888,4.611022,0.041623,4.227118,0.043411,5.993392,0.042420,5.538979,0.026696,5.440668,0.022708,5.379607,0.022798,5.682173,0.010650,6.834457
19500228,0.014635,6.407492,0.013048,3.310480,0.028841,4.662521,0.018486,4.696262,0.015872,4.294212,0.006608,6.032998,0.008737,5.587372,0.016701,5.531535,0.019634,5.485229,0.019147,5.790970,0.013244,6.924973
19500331,0.012198,6.485648,0.007859,3.336498,-0.016591,4.585164,-0.010738,4.645834,-0.009494,4.253442,-0.000974,6.027120,-0.006425,5.551471,0.006930,5.569868,0.003962,5.506961,0.006132,5.826480,0.017719,7.047679
19500429,0.040257,6.746741,0.055595,3.521989,0.064961,4.883019,0.056989,4.910594,0.048362,4.459146,0.055015,6.358701,0.047195,5.813473,0.039088,5.787583,0.039342,5.723616,0.031459,6.009773,0.040666,7.334281
19500531,0.043689,7.041502,0.026420,3.615040,0.014336,4.953021,0.028129,5.048723,0.032998,4.606291,0.032674,6.566465,0.030080,5.988343,0.031108,5.967626,0.020948,5.843516,0.046526,6.289382,0.048695,7.691426
19500630,-0.057935,6.633551,-0.098619,3.258529,-0.081662,4.548546,-0.087059,4.609186,-0.081106,4.232695,-0.074116,6.079787,-0.069378,5.572884,-0.072138,5.537132,-0.080940,5.370545,-0.064007,5.886819,-0.050230,7.305086
19500731,0.016118,6.740473,0.113716,3.629076,0.082442,4.923539,0.069932,4.931517,0.058456,4.480122,0.036997,6.304719,0.057586,5.893804,0.026038,5.681307,0.027469,5.518069,0.016256,5.982516,0.008130,7.364478
19500831,0.050699,7.082206,0.059035,3.843320,0.038374,5.112477,0.047629,5.166400,0.053611,4.720306,0.052833,6.637818,0.056315,6.225714,0.047215,5.949551,0.041123,5.744987,0.048344,6.271737,0.052247,7.749250
19500929,0.048804,7.427848,0.036378,3.983134,0.034639,5.289567,0.057828,5.465165,0.061037,5.008418,0.056486,7.012760,0.057853,6.585890,0.065009,6.336324,0.054755,6.059552,0.056773,6.627803,0.044205,8.091807
19501031,-0.001109,7.419614,-0.001398,3.977565,0.003994,5.310691,-0.004566,5.440208,0.004798,5.032448,-0.013982,6.914711,0.001394,6.595074,-0.015743,6.236571,-0.019083,5.943915,-0.003038,6.607667,0.002674,8.113442
19501130,0.028518,7.631209,0.038097,4.129100,0.033637,5.489325,0.033121,5.620395,0.032628,5.196645,0.023885,7.079869,0.041690,6.870022,0.036341,6.463212,0.036839,6.162882,0.041613,6.882634,0.023278,8.302303
19501230,0.057703,8.071555,0.164903,4.810001,0.106999,6.076675,0.105370,6.212614,0.091358,5.671398,0.062303,7.520966,0.092120,7.502886,0.069194,6.910426,0.062280,6.546703,0.062842,7.315149,0.050065,8.717957
19510131,0.058239,8.541638,0.083681,5.212506,0.082608,6.578654,0.099147,6.828575,0.079266,6.120948,0.087845,8.181643,0.086179,8.149476,0.063453,7.348910,0.077874,7.056522,0.054170,7.711410,0.052145,9.172554
19510228,0.014434,8.664930,-0.000102,5.211975,0.010265,6.646182,0.008312,6.885336,0.020972,6.249318,0.009975,8.263254,0.004891,8.189331,0.015361,7.461795,0.011638,7.138649,0.017117,7.843405,0.014894,9.309175
19510331,-0.020949,8.483408,-0.050423,4.949170,-0.046779,6.335278,-0.034764,6.645977,-0.022521,6.108579,-0.035481,7.970063,-0.039383,7.866813,-0.038677,7.173196,-0.027989,6.938848,-0.018675,7.696926,-0.016890,9.151947
19510430,0.049613,8.904291,0.037914,5.136811,0.036413,6.565962,0.045078,6.945566,0.031518,6.301106,0.041554,8.301255,0.035598,8.146858,0.044925,7.495455,0.046933,7.264511,0.044620,8.040365,0.053184,9.638682
19510531,-0.022624,8.702844,-0.033197,4.966285,-0.031897,6.356527,-0.026911,6.758651,-0.030087,6.111525,-0.027572,8.072370,-0.025027,7.942970,-0.013628,7.393309,-0.023333,7.095007,-0.016724,7.905897,-0.023748,9.409781
19510629,-0.025324,8.482457,-0.056899,4.683711,-0.052380,6.023570,-0.063182,6.331625,-0.044404,5.840150,-0.052655,7.647317,-0.056175,7.496775,-0.040582,7.093276,-0.043436,6.786825,-0.020323,7.745224,-0.018880,9.232120
19510731,0.071166,9.086120,0.038988,4.866317,0.041245,6.272010,0.070666,6.779054,0.054477,6.158301,0.060916,8.113165,0.065273,7.986115,0.069704,7.587705,0.083337,7.352422,0.082656,8.385415,0.068958,9.868747
19510831,0.045082,9.495742,0.062040,5.168225,0.058090,6.636352,0.049643,7.115590,0.044309,6.431168,0.056054,8.567944,0.043018,8.329664,0.040856,7.897706,0.035810,7.615710,0.032623,8.658970,0.048663,10.348990
19510928,0.009177,9.582886,0.004231,5.190093,0.032321,6.850848,0.037833,7.384794,0.024312,6.587523,0.025385,8.785445,0.026769,8.552640,0.022193,8.072982,0.027032,7.821576,0.022373,8.852701,0.000768,10.356950
19511031,-0.022397,9.368255,-0.013347,5.120822,-0.027817,6.660275,-0.026312,7.190482,-0.027169,6.408545,-0.020765,8.603011,-0.026994,8.321771,-0.027241,7.853063,-0.027056,7.609956,-0.020724,8.669238,-0.021492,10.134350
19511130,0.005923,9.423742,-0.015114,5.043427,-0.001998,6.646970,0.010040,7.262672,0.004579,6.437891,0.006240,8.656698,0.015715,8.452543,0.020456,8.013705,0.017512,7.743224,0.004437,8.707703,0.003520,10.170030
19511231,0.034898,9.752614,-0.002963,5.028485,0.009606,6.710822,0.007700,7.318594,0.010486,6.505401,0.008871,8.733489,0.010930,8.544933,0.030063,8.254624,0.017845,7.881402,0.032424,8.990040,0.041563,10.592730
19520131,0.016906,9.917490,0.023688,5.147599,0.010905,6.784003,0.016202,7.437171,0.021951,6.648201,0.019447,8.903326,0.010995,8.638883,0.016396,8.389970,0.017371,8.018309,0.019722,9.167344,0.016404,10.766480
19520229,-0.024983,9.669722,-0.024139,5.023339,-0.021959,6.635034,-0.020172,7.287151,-0.016317,6.539721,-0.020406,8.721649,-0.021623,8.452085,-0.012994,8.280951,-0.019892,7.858810,-0.020670,8.977858,-0.027998,10.465040
19520331,0.045586,10.110530,0.013220,5.089749,0.021316,6.776469,0.026983,7.483781,0.023754,6.695068,0.021529,8.909421,0.034041,8.739803,0.031572,8.542395,0.040409,8.176380,0.036302,9.303774,0.051886,11.008030
19520430,-0.048900,9.616117,-0.049118,4.839752,-0.038935,6.512629,-0.053871,7.080620,-0.041764,6.415455,-0.039902,8.553917,-0.043320,8.361192,-0.042977,8.175267,-0.055730,7.720707,-0.043720,8.897010,-0.050444,10.452740
19520529,0.032874,9.932240,-0.007664,4.802660,0.015461,6.613321,0.026614,7.269063,0.020956,6.549894,0.024804,8.766085,0.025438,8.573882,0.028670,8.409650,0.026867,7.928141,0.037160,9.227624,0.034350,10.811790
19520630,0.039283,10.322410,0.030008,4.946781,0.029387,6.807665,0.022985,7.436143,0.032704,6.764101,0.023563,8.972636,0.036560,8.887343,0.029322,8.656238,0.035167,8.206946,0.028675,9.492222,0.044024,11.287770
19520731,0.011482,10.440930,-0.002791,4.932972,0.018337,6.932497,0.008843,7.501904,0.010424,6.834613,0.009313,9.056195,0.010991,8.985028,0.007023,8.717028,0.012943,8.313173,0.016509,9.648927,0.010715,11.408710
19520829,-0.006584,10.372190,-0.000599,4.930018,0.001309,6.941571,0.008775,7.567733,0.000237,6.836232,0.007284,9.122162,-0.001201,8.974236,0.004242,8.754004,-0.002375,8.293427,-0.005465,9.596198,-0.009284,11.302800
19520930,-0.018991,10.175200,-0.013773,4.862116,-0.014856,6.838449,-0.017295,7.436850,-0.004866,6.802967,-0.014302,8.991700,-0.016676,8.824584,-0.015412,8.619083,-0.018073,8.143536,-0.016687,9.436070,-0.020555,11.070470
19521031,-0.005456,10.119690,-0.013582,4.796081,-0.009857,6.771046,-0.013649,7.335343,-0.010475,6.731705,-0.016291,8.845219,-0.007793,8.755810,-0.011213,8.522440,-0.007661,8.081149,-0.013328,9.310306,-0.002243,11.045630
19521128,0.058795,10.714670,0.040794,4.991731,0.054512,7.140152,0.054998,7.738775,0.053250,7.090166,0.066493,9.433360,0.054807,9.235689,0.048986,8.939919,0.061757,8.580215,0.068798,9.950834,0.057279,11.678320
19521231,0.031210,11.049080,0.016235,5.072770,0.015281,7.249259,0.027628,7.952578,0.030490,7.306344,0.014859,9.573530,0.025863,9.474552,0.024080,9.155196,0.029054,8.829506,0.026766,10.217180,0.034061,12.076090
19530130,-0.001342,11.034250,0.052927,5.341255,0.042611,7.558156,0.042771,8.292721,0.034922,7.561498,0.030793,9.868333,0.021691,9.680061,0.014952,9.292083,0.009393,8.912439,-0.003404,10.182410,-0.007503,11.985480
19530227,-0.001711,11.015370,0.029167,5.497043,0.029799,7.783379,0.011136,8.385072,0.013628,7.664545,0.019320,10.058990,0.007323,9.750954,0.004317,9.332199,0.007515,8.979414,-0.002224,10.159760,-0.005247,11.922590
19530331,-0.013417,10.867580,-0.016323,5.407312,-0.014871,7.667634,-0.015438,8.255622,-0.019721,7.513392,-0.011446,9.943856,-0.002262,9.728899,-0.015444,9.188070,-0.009413,8.894887,-0.003757,10.121580,-0.016189,11.729580
19530430,-0.027474,10.569010,-0.019745,5.300547,-0.023269,7.489213,-0.026686,8.035313,-0.010077,7.437683,-0.027135,9.674032,-0.022810,9.506978,-0.021627,8.989356,-0.027472,8.650523,-0.030301,9.814889,-0.028020,11.400920
19530529,0.007141,10.644480,0.015956,5.385123,0.010269,7.566118,0.000283,8.037588,0.005231,7.476589,0.005639,9.728584,0.005408,9.558395,0.008896,9.069324,0.002968,8.676194,0.009071,9.903919,0.007304,11.484200
19530630,-0.016655,10.467200,-0.043225,5.152349,-0.043340,7.238206,-0.038319,7.729599,-0.035137,7.213887,-0.028081,9.455399,-0.033716,9.236122,-0.029323,8.803389,-0.024494,8.463683,-0.023555,9.670629,-0.010856,11.359520
19530731,0.025329,10.732320,0.008645,5.196891,0.018045,7.368817,0.008140,7.792517,0.017734,7.341815,0.018438,9.629736,0.014823,9.373028,0.016723,8.950608,0.016162,8.600474,0.024123,9.903914,0.028598,11.684390
19530831,-0.044092,10.259100,-0.048779,4.943390,-0.064271,6.895214,-0.058360,7.337743,-0.047253,6.994892,-0.057338,9.077587,-0.051978,8.885835,-0.043296,8.563079,-0.052136,8.152078,-0.031183,9.595077,-0.044684,11.162280
19530930,0.003053,10.290420,-0.036442,4.763243,-0.022747,6.738370,-0.014679,7.230031,-0.004147,6.965884,-0.013653,8.953653,-0.015895,8.744596,0.001259,8.573860,-0.001026,8.143715,0.006588,9.658288,0.005191,11.220220
19531030,0.047090,10.775000,0.023922,4.877190,0.019753,6.871477,0.039430,7.515111,0.033388,7.198458,0.050121,9.402418,0.040600,9.099623,0.037872,8.898566,0.048143,8.535776,0.041150,10.055730,0.049893,11.780040
19531130,0.028267,11.079570,0.019510,4.972342,0.022683,7.027339,0.018951,7.657530,0.011785,7.283289,0.014530,9.539031,0.028211,9.356334,0.023117,9.104273,0.030240,8.793894,0.033648,10.394090,0.028258,12.112920
19531231,0.000768,11.088080,-0.022967,4.858143,-0.029793,6.817973,-0.021936,7.489558,-0.008014,7.224917,-0.004109,9.499836,-0.014175,9.223706,-0.011883,8.996082,0.004984,8.837722,0.000494,10.399220,0.002983,12.149050
19540129,0.052460,11.669750,0.112803,5.406158,0.084760,7.395864,0.072094,8.029513,0.068105,7.716972,0.064561,10.113150,0.076065,9.925308,0.062631,9.559520,0.059166,9.360615,0.057444,10.996590,0.047285,12.723520
19540226,0.017482,11.873760,-0.009011,5.357446,0.011226,7.478892,0.011037,8.118136,0.017596,7.852760,0.010022,10.214500,0.021921,10.142880,0.014062,9.693949,0.024036,9.585603,0.017054,11.184120,0.017350,12.944270
19540331,0.037251,12.316070,0.026210,5.497863,0.023561,7.655100,0.034263,8.396289,0.017913,7.993427,0.027603,10.496460,0.028846,10.435460,0.031983,10.003990,0.041027,9.978875,0.030182,11.521680,0.040100,13.463340
19540430,0.042851,12.843820,0.010732,5.556869,-0.002351,7.637101,0.000070,8.396874,0.015043,8.113673,0.010400,10.605620,0.019618,10.640180,0.016092,10.164970,0.027792,10.256210,0.026479,11.826760,0.053915,14.189220
19540528,0.031569,13.249300,0.033457,5.742787,0.049121,8.012243,0.035859,8.697981,0.054794,8.558252,0.056114,11.200740,0.040747,11.073730,0.045928,10.631820,0.038596,10.652070,0.040665,12.307690,0.026018,14.558400
19540630,0.011477,13.401360,0.011575,5.809261,0.009118,8.085296,0.004669,8.738587,0.007980,8.626544,0.020894,11.434770,0.015313,11.243300,0.014104,10.781780,0.023245,10.899670,0.005461,12.374900,0.010987,14.718350
19540730,0.050368,14.076350,0.109220,6.443747,0.087187,8.790231,0.088082,9.508301,0.061348,9.155766,0.080871,12.359510,0.052246,11.830720,0.075453,11.595290,0.065087,11.609100,0.060829,13.127650,0.042303,15.340980
19540831,-0.022516,13.759400,-0.006059,6.404707,0.000291,8.792789,0.004386,9.550007,0.000043,9.156163,-0.013133,12.197200,-0.012385,11.684200,-0.018023,11.386310,-0.015584,11.428190,-0.028051,12.759410,-0.024358,14.967300
19540930,0.064304,14.644180,0.041097,6.667920,0.043547,9.175685,0.034757,9.881935,0.047920,9.594929,0.048245,12.785650,0.039205,12.142280,0.055098,12.013670,0.047859,11.975130,0.045806,13.343870,0.073866,16.072870
19541029,-0.016211,14.406780,-0.003384,6.645355,0.001877,9.192908,-0.003666,9.845708,-0.013161,9.468652,-0.003451,12.741530,0.002623,12.174140,0.002906,12.048590,-0.007792,11.881830,-0.011890,13.185210,-0.021190,15.732290
19541130,0.095289,15.779590,0.068835,7.102787,0.083991,9.965034,0.093918,10.770390,0.089720,10.318180,0.108025,14.117930,0.097804,13.364820,0.097914,13.228310,0.102335,13.097750,0.094004,14.424680,0.094371,17.216960
19541231,0.055263,16.651620,0.133416,8.050411,0.112022,11.081330,0.098497,11.831240,0.090234,11.249230,0.089816,15.385950,0.076512,14.387390,0.064534,14.081990,0.065070,13.950030,0.058748,15.272090,0.048285,18.048290
19550131,0.006994,16.768080,0.042190,8.390055,0.018713,11.288700,0.020304,12.071470,0.013123,11.396860,0.015791,15.628910,0.018601,14.655020,0.008902,14.207340,0.005915,14.032540,0.006469,15.370890,0.005700,18.151180
