 DATE INDUCLOS
03JUN1941 117.38
04JUN1941 117.68
05JUN1941 118.13
06JUN1941 118.00
07JUN1941 118.89
09JUN1941 120.16
10JUN1941 121.89
11JUN1941 122.18
12JUN1941 122.98
13JUN1941 122.31
14JUN1941 122.04
16JUN1941 121.95
17JUN1941 123.12
18JUN1941 123.50
19JUN1941 123.48
20JUN1941 122.19
21JUN1941 122.51
23JUN1941 123.97
24JUN1941 123.24
25JUN1941 123.52
26JUN1941 123.96
27JUN1941 123.46
28JUN1941 123.40
30JUN1941 123.14
01JUL1941 122.85
02JUL1941 123.58
03JUL1941 124.04
05JUL1941 124.18
07JUL1941 126.16
08JUL1941 127.64
09JUL1941 127.63
10JUL1941 127.78
11JUL1941 127.90
12JUL1941 127.80
14JUL1941 127.89
15JUL1941 128.19
16JUL1941 127.83
17JUL1941 127.14
18JUL1941 127.69
19JUL1941 127.98
21JUL1941 129.51
22JUL1941 129.58
23JUL1941 129.16
24JUL1941 128.59
25JUL1941 128.06
26JUL1941 128.70
28JUL1941 130.06
29JUL1941 129.19
30JUL1941 128.95
31JUL1941 128.79
01AUG1941 128.22
02AUG1941 128.21
04AUG1941 128.17
05AUG1941 128.14
06AUG1941 128.10
07AUG1941 128.09
08AUG1941 127.48
09AUG1941 126.40
11AUG1941 126.01
12AUG1941 125.81
13AUG1941 125.65
14AUG1941 125.96
15AUG1941 124.90
16AUG1941 125.05
18AUG1941 125.62
19AUG1941 125.57
20AUG1941 126.01
21AUG1941 125.99
22AUG1941 125.84
23AUG1941 125.91
25AUG1941 125.86
26AUG1941 126.56
27AUG1941 127.08
28AUG1941 127.77
29AUG1941 127.43
30AUG1941 127.70
02SEP1941 128.31
03SEP1941 127.91
04SEP1941 127.51
05SEP1941 127.17
06SEP1941 127.26
08SEP1941 127.51
09SEP1941 127.43
10SEP1941 126.53
11SEP1941 127.15
12SEP1941 127.18
13SEP1941 127.28
15SEP1941 127.20
16SEP1941 127.43
17SEP1941 129.32
18SEP1941 128.77
19SEP1941 127.95
20SEP1941 127.54
22SEP1941 127.64
23SEP1941 128.03
24SEP1941 127.54
25SEP1941 126.38
26SEP1941 125.81
27SEP1941 126.03
29SEP1941 126.05
30SEP1941 126.82
01OCT1941 126.85
02OCT1941 126.15
03OCT1941 126.06
04OCT1941 126.10
06OCT1941 125.83
07OCT1941 124.42
08OCT1941 124.13
09OCT1941 122.53
10OCT1941 122.46
11OCT1941 122.63
14OCT1941 121.82
15OCT1941 120.52
16OCT1941 118.52
17OCT1941 119.15
18OCT1941 120.10
20OCT1941 120.13
21OCT1941 121.07
22OCT1941 120.56
23OCT1941 120.47
24OCT1941 121.18
25OCT1941 120.73
27OCT1941 119.43
28OCT1941 119.60
29OCT1941 119.37
30OCT1941 119.18
31OCT1941 117.82
01NOV1941 118.11
03NOV1941 118.87
05NOV1941 119.85
06NOV1941 118.84
07NOV1941 118.33
08NOV1941 118.26
10NOV1941 117.45
12NOV1941 115.44
13NOV1941 115.67
14NOV1941 116.81
15NOV1941 116.72
17NOV1941 116.20
18NOV1941 115.87
19NOV1941 116.68
21NOV1941 117.05
22NOV1941 117.04
24NOV1941 117.30
25NOV1941 116.96
26NOV1941 115.93
27NOV1941 115.64
28NOV1941 114.66
29NOV1941 114.23
01DEC1941 113.59
02DEC1941 115.57
03DEC1941 116.65
04DEC1941 116.60
05DEC1941 115.90
06DEC1941 116.60
08DEC1941 112.52
09DEC1941 109.27
10DEC1941 109.01
11DEC1941 110.91
12DEC1941 110.58
13DEC1941 110.73
15DEC1941 111.15
16DEC1941 110.86
17DEC1941 109.36
18DEC1941 108.21
19DEC1941 108.28
20DEC1941 107.81
22DEC1941 106.59
23DEC1941 106.34
24DEC1941 106.67
26DEC1941 106.95
27DEC1941 107.54
29DEC1941 107.56
30DEC1941 111.32
31DEC1941 110.96
02JAN1942 112.77
03JAN1942 113.75
05JAN1942 114.22
06JAN1942 113.99
07JAN1942 113.10
08JAN1942 111.55
09JAN1942 111.02
10JAN1942 110.54
12JAN1942 110.65
13JAN1942 112.44
14JAN1942 112.59
15JAN1942 112.59
16JAN1942 111.25
17JAN1942 110.68
19JAN1942 110.81
20JAN1942 110.45
21JAN1942 109.06
22JAN1942 108.94
23JAN1942 109.12
24JAN1942 109.42
26JAN1942 110.67
27JAN1942 110.68
28JAN1942 110.15
29JAN1942 109.90
30JAN1942 109.41
31JAN1942 109.11
02FEB1942 109.47
03FEB1942 109.99
04FEB1942 110.80
05FEB1942 110.44
06FEB1942 109.47
07FEB1942 109.56
09FEB1942 108.12
10FEB1942 106.75
11FEB1942 106.51
13FEB1942 106.73
14FEB1942 107.30
16FEB1942 107.31
17FEB1942 105.40
18FEB1942 105.35
19FEB1942 105.57
20FEB1942 105.10
21FEB1942 105.38
24FEB1942 106.00
25FEB1942 105.64
26FEB1942 105.88
27FEB1942 106.58
28FEB1942 106.79
02MAR1942 105.75
03MAR1942 106.97
04MAR1942 105.99
05MAR1942 104.55
06MAR1942 102.10
07MAR1942 102.31
09MAR1942 102.09
10MAR1942 101.49
11MAR1942 99.21
12MAR1942 99.23
13MAR1942 99.73
14MAR1942 99.64
16MAR1942 100.68
17MAR1942 102.54
18MAR1942 101.64
19MAR1942 101.25
20MAR1942 100.75
21MAR1942 100.82
23MAR1942 101.20
24MAR1942 102.09
25MAR1942 101.48
26MAR1942 101.05
27MAR1942 100.00
28MAR1942 100.00
30MAR1942 100.04
31MAR1942 99.53
01APR1942 99.95
02APR1942 100.89
04APR1942 101.11
06APR1942 102.50
07APR1942 101.89
08APR1942 101.23
09APR1942 99.69
10APR1942 99.74
11APR1942 99.45
13APR1942 99.44
14APR1942 97.89
15APR1942 98.06
16APR1942 97.87
17APR1942 96.05
18APR1942 96.92
20APR1942 97.25
21APR1942 97.51
22APR1942 97.20
23APR1942 94.98
24APR1942 94.13
25APR1942 94.31
27APR1942 93.89
28APR1942 92.92
29APR1942 94.65
30APR1942 95.35
01MAY1942 95.83
02MAY1942 96.44
04MAY1942 96.70
05MAY1942 97.29
06MAY1942 96.71
07MAY1942 97.77
08MAY1942 97.91
09MAY1942 98.70
11MAY1942 99.20
12MAY1942 98.56
13MAY1942 97.21
14MAY1942 97.13
15MAY1942 97.98
16MAY1942 98.63
18MAY1942 98.65
19MAY1942 97.96
20MAY1942 98.13
21MAY1942 99.72
22MAY1942 99.18
23MAY1942 99.25
25MAY1942 99.18
26MAY1942 99.41
27MAY1942 101.09
28MAY1942 100.99
29MAY1942 100.88
01JUN1942 101.37
02JUN1942 101.30
03JUN1942 102.15
04JUN1942 103.61
05JUN1942 104.41
06JUN1942 104.52
08JUN1942 105.55
09JUN1942 105.09
10JUN1942 104.19
11JUN1942 104.49
12JUN1942 103.77
13JUN1942 104.08
15JUN1942 104.41
16JUN1942 104.51
17JUN1942 106.29
18JUN1942 105.70
19JUN1942 104.77
20JUN1942 104.42
22JUN1942 102.77
23JUN1942 103.03
24JUN1942 102.67
25JUN1942 102.71
26JUN1942 102.54
27JUN1942 102.67
29JUN1942 103.17
30JUN1942 103.34
01JUL1942 102.69
02JUL1942 103.73
03JUL1942 104.49
06JUL1942 106.10
07JUL1942 105.76
08JUL1942 107.94
09JUL1942 108.75
10JUL1942 108.66
11JUL1942 108.70
13JUL1942 108.22
14JUL1942 108.72
15JUL1942 108.89
16JUL1942 108.91
17JUL1942 107.82
18JUL1942 107.69
20JUL1942 107.98
21JUL1942 108.36
22JUL1942 108.03
23JUL1942 106.65
24JUL1942 106.37
25JUL1942 106.53
27JUL1942 106.66
28JUL1942 106.48
29JUL1942 105.44
30JUL1942 105.24
31JUL1942 105.72
01AUG1942 105.90
03AUG1942 106.08
04AUG1942 105.55
05AUG1942 104.85
06AUG1942 104.80
07AUG1942 105.05
08AUG1942 104.90
10AUG1942 104.91
11AUG1942 105.42
12AUG1942 105.47
13AUG1942 105.70
14AUG1942 106.15
15AUG1942 106.38
17AUG1942 106.68
18AUG1942 107.55
19AUG1942 107.28
20AUG1942 106.83
21AUG1942 107.07
22AUG1942 107.30
24AUG1942 107.25
25AUG1942 106.51
26AUG1942 105.55
27AUG1942 106.03
28AUG1942 106.23
29AUG1942 106.41
31AUG1942 106.33
01SEP1942 106.28
02SEP1942 106.49
03SEP1942 106.34
04SEP1942 106.39
05SEP1942 106.68
08SEP1942 107.62
09SEP1942 107.26
10SEP1942 106.38
11SEP1942 106.03
12SEP1942 106.20
14SEP1942 106.15
15SEP1942 106.49
16SEP1942 106.66
17SEP1942 106.66
18SEP1942 107.47
19SEP1942 107.22
21SEP1942 107.27
22SEP1942 107.59
23SEP1942 108.27
24SEP1942 109.11
25SEP1942 109.37
26SEP1942 109.32
28SEP1942 109.56
29SEP1942 109.24
30SEP1942 109.11
01OCT1942 109.65
02OCT1942 110.83
03OCT1942 111.34
05OCT1942 111.93
06OCT1942 111.53
07OCT1942 111.86
08OCT1942 113.60
09OCT1942 113.93
10OCT1942 114.93
13OCT1942 115.01
14OCT1942 114.69
15OCT1942 113.27
16OCT1942 113.55
17OCT1942 113.40
19OCT1942 113.64
20OCT1942 115.22
21OCT1942 115.09
22OCT1942 114.94
23OCT1942 114.88
24OCT1942 115.01
26OCT1942 115.29
27OCT1942 113.86
28OCT1942 113.11
29OCT1942 113.13
30OCT1942 113.50
31OCT1942 114.07
02NOV1942 114.68
04NOV1942 114.56
05NOV1942 114.87
06NOV1942 116.12
07NOV1942 116.92
09NOV1942 117.30
10NOV1942 116.30
12NOV1942 116.46
13NOV1942 116.26
14NOV1942 116.24
16NOV1942 115.70
17NOV1942 114.53
18NOV1942 114.64
19NOV1942 114.55
20NOV1942 115.27
21NOV1942 115.38
23NOV1942 114.46
24NOV1942 114.10
25NOV1942 114.13
27NOV1942 114.86
28NOV1942 114.95
30NOV1942 114.50
01DEC1942 114.61
02DEC1942 115.16
03DEC1942 115.19
04DEC1942 115.02
05DEC1942 115.24
07DEC1942 115.00
08DEC1942 115.76
09DEC1942 115.93
10DEC1942 116.00
11DEC1942 115.70
12DEC1942 115.82
14DEC1942 115.83
15DEC1942 116.31
16DEC1942 117.06
17DEC1942 118.68
18DEC1942 118.97
19DEC1942 118.75
21DEC1942 118.66
22DEC1942 118.49
23DEC1942 119.07
24DEC1942 119.27
26DEC1942 119.71
28DEC1942 118.50
29DEC1942 118.40
30DEC1942 119.56
31DEC1942 119.40
02JAN1943 119.93
04JAN1943 120.25
05JAN1943 119.70
06JAN1943 119.66
07JAN1943 119.37
08JAN1943 119.26
09JAN1943 119.47
11JAN1943 119.95
12JAN1943 119.98
13JAN1943 120.25
14JAN1943 120.79
15JAN1943 121.58
16JAN1943 121.60
18JAN1943 121.56
19JAN1943 120.48
20JAN1943 120.55
21JAN1943 121.79
22JAN1943 121.99
23JAN1943 122.38
25JAN1943 123.74
26JAN1943 124.31
27JAN1943 124.08
28JAN1943 124.38
29JAN1943 125.41
30JAN1943 125.58
01FEB1943 125.86
02FEB1943 125.88
03FEB1943 125.56
04FEB1943 125.07
05FEB1943 125.75
06FEB1943 125.81
08FEB1943 125.57
09FEB1943 126.30
10FEB1943 127.01
11FEB1943 127.09
13FEB1943 127.83
15FEB1943 128.60
16FEB1943 128.31
17FEB1943 128.41
18FEB1943 127.06
19FEB1943 126.67
20FEB1943 127.80
23FEB1943 128.78
24FEB1943 129.58
25FEB1943 130.04
26FEB1943 129.71
27FEB1943 130.11
01MAR1943 129.44
02MAR1943 128.60
03MAR1943 130.03
04MAR1943 130.38
05MAR1943 130.61
06MAR1943 130.74
08MAR1943 130.56
09MAR1943 129.80
10MAR1943 129.16
11MAR1943 130.48
12MAR1943 130.73
13MAR1943 130.73
15MAR1943 130.64
16MAR1943 130.33
17MAR1943 129.49
18MAR1943 129.66
19MAR1943 129.25
20MAR1943 129.13
22MAR1943 129.44
23MAR1943 129.98
24MAR1943 130.62
25MAR1943 133.22
26MAR1943 133.96
27MAR1943 134.56
29MAR1943 136.10
30MAR1943 136.82
31MAR1943 136.57
01APR1943 136.56
02APR1943 135.67
03APR1943 135.60
05APR1943 136.44
06APR1943 136.93
07APR1943 136.00
08APR1943 135.52
09APR1943 131.22
10APR1943 131.63
12APR1943 131.27
13APR1943 131.18
14APR1943 132.49
15APR1943 133.49
16APR1943 133.07
17APR1943 133.59
19APR1943 133.46
20APR1943 133.09
21APR1943 134.00
22APR1943 134.20
24APR1943 134.34
26APR1943 134.34
27APR1943 134.39
28APR1943 134.14
29APR1943 135.24
30APR1943 135.48
01MAY1943 136.20
03MAY1943 137.43
04MAY1943 138.18
05MAY1943 138.34
06MAY1943 138.85
07MAY1943 137.27
08MAY1943 138.36
10MAY1943 138.64
11MAY1943 138.36
12MAY1943 138.24
13MAY1943 137.88
14MAY1943 136.82
15MAY1943 137.31
17MAY1943 136.98
18MAY1943 138.05
19MAY1943 139.15
20MAY1943 138.84
21MAY1943 138.90
22MAY1943 138.78
24MAY1943 138.84
25MAY1943 139.17
26MAY1943 140.38
27MAY1943 140.82
28MAY1943 141.18
29MAY1943 142.06
01JUN1943 142.43
02JUN1943 142.39
03JUN1943 142.75
04JUN1943 142.28
05JUN1943 143.08
07JUN1943 141.82
08JUN1943 141.44
09JUN1943 141.49
10JUN1943 141.68
11JUN1943 141.44
12JUN1943 141.32
14JUN1943 139.09
15JUN1943 139.39
16JUN1943 139.78
17JUN1943 139.85
18JUN1943 139.68
19JUN1943 139.73
21JUN1943 138.79
22JUN1943 139.03
23JUN1943 140.04
24JUN1943 140.86
25JUN1943 142.27
26JUN1943 142.88
28JUN1943 143.00
29JUN1943 142.62
30JUN1943 143.38
01JUL1943 143.58
02JUL1943 143.68
03JUL1943 143.70
06JUL1943 143.76
07JUL1943 143.41
08JUL1943 143.64
09JUL1943 144.18
10JUL1943 144.23
12JUL1943 144.62
13JUL1943 145.30
14JUL1943 145.82
15JUL1943 144.87
16JUL1943 144.75
17JUL1943 144.72
19JUL1943 144.74
20JUL1943 143.93
21JUL1943 143.94
22JUL1943 143.77
23JUL1943 143.80
24JUL1943 143.99
26JUL1943 142.07
27JUL1943 138.75
28JUL1943 137.64
29JUL1943 139.41
30JUL1943 137.25
31JUL1943 135.95
02AUG1943 134.00
03AUG1943 135.64
04AUG1943 136.87
05AUG1943 136.76
06AUG1943 135.58
07AUG1943 135.38
09AUG1943 135.18
10AUG1943 136.23
11AUG1943 136.79
12AUG1943 136.44
13AUG1943 137.39
14AUG1943 137.23
16AUG1943 137.08
17AUG1943 137.54
18AUG1943 138.45
19AUG1943 138.34
20AUG1943 136.93
21AUG1943 136.16
23AUG1943 135.05
24AUG1943 135.60
25AUG1943 135.90
26AUG1943 136.25
27AUG1943 135.83
28AUG1943 135.79
30AUG1943 135.73
31AUG1943 136.62
01SEP1943 137.12
02SEP1943 137.11
03SEP1943 137.18
04SEP1943 137.33
07SEP1943 137.59
08SEP1943 136.91
09SEP1943 137.75
10SEP1943 137.96
11SEP1943 138.04
13SEP1943 137.82
14SEP1943 137.53
15SEP1943 137.62
16SEP1943 138.36
17SEP1943 139.60
18SEP1943 140.94
20SEP1943 141.75
21SEP1943 141.49
22SEP1943 141.09
23SEP1943 140.30
24SEP1943 140.21
25SEP1943 140.18
27SEP1943 139.41
28SEP1943 139.27
29SEP1943 139.75
30SEP1943 140.12
01OCT1943 140.33
02OCT1943 140.27
04OCT1943 139.63
05OCT1943 139.27
06OCT1943 137.84
07OCT1943 136.39
08OCT1943 136.74
09OCT1943 137.10
11OCT1943 136.61
13OCT1943 136.48
14OCT1943 137.01
15OCT1943 137.90
16OCT1943 138.40
18OCT1943 138.40
19OCT1943 138.71
20OCT1943 138.88
21OCT1943 138.00
22OCT1943 138.25
23OCT1943 138.29
25OCT1943 138.22
26OCT1943 138.69
27OCT1943 139.35
28OCT1943 138.97
29OCT1943 138.29
30OCT1943 138.27
01NOV1943 138.50
03NOV1943 137.35
04NOV1943 136.30
05NOV1943 135.47
06NOV1943 135.24
08NOV1943 131.68
09NOV1943 131.85
10NOV1943 132.68
12NOV1943 132.15
13NOV1943 131.76
15NOV1943 131.56
16NOV1943 131.18
17NOV1943 130.24
18NOV1943 130.79
19NOV1943 132.30
20NOV1943 132.94
22NOV1943 132.65
23NOV1943 132.45
24NOV1943 132.10
26NOV1943 131.33
27NOV1943 131.25
29NOV1943 129.95
30NOV1943 129.57
01DEC1943 130.68
02DEC1943 131.67
03DEC1943 131.91
04DEC1943 131.87
06DEC1943 132.45
07DEC1943 133.37
08DEC1943 134.42
09DEC1943 134.05
10DEC1943 135.04
11DEC1943 135.28
13DEC1943 134.80
14DEC1943 134.19
15DEC1943 134.18
16DEC1943 135.19
17DEC1943 135.44
18DEC1943 135.89
20DEC1943 136.10
21DEC1943 135.86
22DEC1943 136.15
23DEC1943 136.07
24DEC1943 136.24
27DEC1943 136.14
28DEC1943 135.04
29DEC1943 134.61
30DEC1943 136.20
31DEC1943 135.89
03JAN1944 135.92
04JAN1944 137.15
05JAN1944 138.65
06JAN1944 138.34
07JAN1944 138.08
08JAN1944 138.09
10JAN1944 137.80
11JAN1944 138.47
12JAN1944 137.94
13JAN1944 137.36
14JAN1944 138.15
15JAN1944 138.40
17JAN1944 138.10
18JAN1944 137.87
19JAN1944 137.83
20JAN1944 138.16
21JAN1944 138.07
22JAN1944 138.24
24JAN1944 137.97
25JAN1944 137.97
26JAN1944 136.71
27JAN1944 136.59
28JAN1944 137.19
29JAN1944 137.15
31JAN1944 137.40
01FEB1944 137.45
02FEB1944 137.08
03FEB1944 136.24
04FEB1944 135.04
05FEB1944 135.12
07FEB1944 134.22
08FEB1944 135.06
09FEB1944 135.03
10FEB1944 135.55
11FEB1944 135.41
14FEB1944 135.39
15FEB1944 136.19
16FEB1944 136.04
17FEB1944 136.58
18FEB1944 136.08
19FEB1944 135.91
21FEB1944 135.71
23FEB1944 136.51
24FEB1944 136.58
25FEB1944 136.56
26FEB1944 136.58
28FEB1944 136.79
29FEB1944 136.30
01MAR1944 136.44
02MAR1944 136.69
03MAR1944 136.59
04MAR1944 136.79
06MAR1944 137.21
07MAR1944 138.33
08MAR1944 139.50
09MAR1944 139.33
10MAR1944 140.01
11MAR1944 140.44
13MAR1944 141.00
14MAR1944 140.37
15MAR1944 140.71
16MAR1944 140.91
17MAR1944 140.80
18MAR1944 140.30
20MAR1944 139.89
21MAR1944 140.20
22MAR1944 139.98
23MAR1944 138.95
24MAR1944 139.28
25MAR1944 139.19
27MAR1944 139.12
28MAR1944 137.88
29MAR1944 137.45
30MAR1944 138.60
31MAR1944 138.84
01APR1944 138.84
03APR1944 138.01
04APR1944 138.06
05APR1944 138.17
06APR1944 138.91
08APR1944 139.10
10APR1944 139.11
11APR1944 138.74
12APR1944 137.98
13APR1944 137.65
14APR1944 137.69
15APR1944 138.06
17APR1944 137.77
18APR1944 136.07
19APR1944 135.48
20APR1944 136.20
21APR1944 136.17
22APR1944 136.19
24APR1944 135.00
25APR1944 135.11
26APR1944 135.67
27APR1944 136.07
28APR1944 136.21
29APR1944 136.23
01MAY1944 137.06
02MAY1944 137.15
03MAY1944 137.83
04MAY1944 137.85
05MAY1944 138.75
06MAY1944 138.87
08MAY1944 138.65
09MAY1944 138.65
10MAY1944 138.76
11MAY1944 138.93
12MAY1944 138.51
13MAY1944 138.60
15MAY1944 138.60
16MAY1944 138.41
17MAY1944 138.99
18MAY1944 139.20
19MAY1944 139.34
20MAY1944 139.37
22MAY1944 139.43
23MAY1944 139.87
24MAY1944 140.48
25MAY1944 140.38
26MAY1944 141.03
27MAY1944 141.24
29MAY1944 141.53
31MAY1944 142.24
01JUN1944 142.14
02JUN1944 142.07
03JUN1944 142.34
05JUN1944 141.62
06JUN1944 142.21
07JUN1944 142.12
08JUN1944 141.93
09JUN1944 142.06
10JUN1944 142.53
12JUN1944 144.08
13JUN1944 145.05
14JUN1944 145.03
15JUN1944 145.86
16JUN1944 146.96
17JUN1944 147.28
19JUN1944 148.42
20JUN1944 148.63
21JUN1944 147.90
22JUN1944 147.65
23JUN1944 147.50
24JUN1944 147.48
26JUN1944 148.12
27JUN1944 148.48
28JUN1944 147.93
29JUN1944 148.07
30JUN1944 148.38
01JUL1944 148.46
03JUL1944 149.32
05JUL1944 149.66
06JUL1944 149.07
07JUL1944 149.36
08JUL1944 150.03
10JUL1944 150.50
11JUL1944 150.18
12JUL1944 150.42
13JUL1944 150.08
14JUL1944 150.34
15JUL1944 150.49
17JUL1944 149.28
18JUL1944 148.10
19JUL1944 149.01
20JUL1944 148.27
21JUL1944 146.77
22JUL1944 145.58
24JUL1944 145.77
25JUL1944 146.74
26JUL1944 146.64
27JUL1944 146.74
28JUL1944 146.14
29JUL1944 146.14
31JUL1944 146.11
01AUG1944 146.39
02AUG1944 146.77
03AUG1944 146.29
04AUG1944 145.30
05AUG1944 145.07
07AUG1944 145.32
08AUG1944 144.97
09AUG1944 144.90
10AUG1944 145.65
11AUG1944 146.27
12AUG1944 146.56
14AUG1944 146.77
15AUG1944 146.45
16AUG1944 147.30
17AUG1944 148.46
18AUG1944 148.96
21AUG1944 148.52
22AUG1944 147.81
23AUG1944 147.87
24AUG1944 147.11
25AUG1944 147.02
28AUG1944 146.87
29AUG1944 147.12
30AUG1944 147.28
31AUG1944 146.99
01SEP1944 147.16
05SEP1944 146.56
06SEP1944 144.42
07SEP1944 143.58
08SEP1944 143.51
09SEP1944 143.31
11SEP1944 144.30
12SEP1944 144.88
13SEP1944 143.94
14SEP1944 142.96
15SEP1944 144.08
16SEP1944 144.36
18SEP1944 144.75
19SEP1944 145.62
20SEP1944 145.85
21SEP1944 145.43
22SEP1944 145.60
23SEP1944 145.78
25SEP1944 146.77
26SEP1944 146.52
27SEP1944 146.28
28SEP1944 146.11
29SEP1944 146.31
30SEP1944 146.73
02OCT1944 146.92
03OCT1944 146.91
04OCT1944 147.89
05OCT1944 148.62
06OCT1944 148.84
07OCT1944 148.92
09OCT1944 148.06
10OCT1944 148.25
11OCT1944 148.79
13OCT1944 148.70
14OCT1944 148.59
16OCT1944 148.09
17OCT1944 148.39
18OCT1944 148.87
19OCT1944 148.55
20OCT1944 148.21
21OCT1944 148.35
23OCT1944 146.58
24OCT1944 146.58
25OCT1944 146.37
26OCT1944 145.83
27OCT1944 146.29
28OCT1944 146.50
30OCT1944 146.28
31OCT1944 146.53
01NOV1944 146.73
02NOV1944 147.53
03NOV1944 147.16
04NOV1944 147.37
06NOV1944 147.92
08NOV1944 147.52
09NOV1944 147.75
10NOV1944 148.08
13NOV1944 146.97
14NOV1944 145.60
15NOV1944 145.64
16NOV1944 145.67
17NOV1944 145.77
18NOV1944 146.02
20NOV1944 146.33
21NOV1944 147.03
22NOV1944 146.92
24NOV1944 146.40
25NOV1944 146.63
27NOV1944 146.92
28NOV1944 147.14
29NOV1944 147.81
30NOV1944 147.33
01DEC1944 147.30
02DEC1944 147.50
04DEC1944 148.22
05DEC1944 148.58
06DEC1944 148.77
07DEC1944 149.23
08DEC1944 150.48
09DEC1944 151.31
11DEC1944 151.62
12DEC1944 151.20
13DEC1944 150.64
14DEC1944 150.80
15DEC1944 152.28
16DEC1944 152.53
18DEC1944 151.53
19DEC1944 151.62
20DEC1944 150.59
21DEC1944 150.28
22DEC1944 150.43
23DEC1944 150.63
26DEC1944 149.66
27DEC1944 148.71
28DEC1944 150.47
29DEC1944 151.93
30DEC1944 152.32
02JAN1945 152.58
03JAN1945 154.31
04JAN1945 154.42
05JAN1945 154.00
06JAN1945 153.58
08JAN1945 154.85
09JAN1945 155.01
10JAN1945 155.67
11JAN1945 155.85
12JAN1945 155.42
13JAN1945 155.58
15JAN1945 154.76
16JAN1945 154.60
17JAN1945 155.33
18JAN1945 154.61
19JAN1945 153.84
20JAN1945 152.71
22JAN1945 152.03
23JAN1945 151.36
24JAN1945 151.35
25JAN1945 152.26
26JAN1945 153.30
27JAN1945 154.13
29JAN1945 154.06
30JAN1945 153.45
31JAN1945 153.67
01FEB1945 153.79
02FEB1945 154.45
03FEB1945 154.76
05FEB1945 155.35
06FEB1945 155.50
07FEB1945 155.71
08FEB1945 155.54
09FEB1945 154.75
10FEB1945 154.85
13FEB1945 156.34
14FEB1945 157.08
15FEB1945 158.24
16FEB1945 158.23
17FEB1945 158.23
19FEB1945 159.01
20FEB1945 159.57
21FEB1945 159.66
23FEB1945 158.99
24FEB1945 158.69
26FEB1945 158.41
27FEB1945 159.30
28FEB1945 160.40
01MAR1945 160.72
02MAR1945 159.95
03MAR1945 159.71
05MAR1945 160.68
06MAR1945 161.50
07MAR1945 161.52
08MAR1945 158.86
09MAR1945 156.34
10MAR1945 157.21
12MAR1945 157.88
13MAR1945 157.59
14MAR1945 157.83
15MAR1945 158.53
16MAR1945 158.92
17MAR1945 158.75
19MAR1945 157.89
20MAR1945 156.37
21MAR1945 155.30
22MAR1945 155.07
23MAR1945 155.45
24MAR1945 154.36
26MAR1945 152.27
27MAR1945 152.78
28MAR1945 153.79
29MAR1945 154.06
31MAR1945 154.41
02APR1945 155.86
03APR1945 156.20
04APR1945 155.96
05APR1945 154.99
06APR1945 155.85
07APR1945 156.33
09APR1945 156.10
10APR1945 156.51
11APR1945 158.06
12APR1945 158.48
13APR1945 159.75
16APR1945 162.43
17APR1945 162.60
18APR1945 163.83
19APR1945 163.18
20APR1945 162.83
21APR1945 163.20
23APR1945 163.58
24APR1945 164.31
25APR1945 163.91
26APR1945 163.22
27APR1945 163.94
28APR1945 164.71
30APR1945 165.44
01MAY1945 165.09
02MAY1945 165.03
03MAY1945 165.84
04MAY1945 166.27
05MAY1945 166.71
07MAY1945 166.53
08MAY1945 166.42
09MAY1945 165.24
10MAY1945 163.09
11MAY1945 163.21
12MAY1945 163.96
14MAY1945 163.45
15MAY1945 164.00
16MAY1945 164.50
17MAY1945 165.20
18MAY1945 166.17
19MAY1945 166.44
21MAY1945 165.99
22MAY1945 165.91
23MAY1945 164.50
24MAY1945 164.41
25MAY1945 165.12
26MAY1945 166.40
28MAY1945 168.21
29MAY1945 169.08
31MAY1945 168.30
01JUN1945 168.08
02JUN1945 167.96
04JUN1945 168.08
05JUN1945 168.13
06JUN1945 167.29
07JUN1945 167.16
08JUN1945 166.83
09JUN1945 166.85
11JUN1945 166.25
12JUN1945 166.39
13JUN1945 166.75
14JUN1945 167.08
15JUN1945 167.64
16JUN1945 167.54
18JUN1945 166.94
19JUN1945 167.23
20JUN1945 167.74
21JUN1945 168.14
22JUN1945 167.90
23JUN1945 168.24
25JUN1945 168.59
26JUN1945 168.92
27JUN1945 168.78
28JUN1945 166.22
29JUN1945 164.57
30JUN1945 165.29
02JUL1945 165.91
03JUL1945 165.73
05JUL1945 164.26
06JUL1945 164.67
09JUL1945 166.55
10JUL1945 167.09
11JUL1945 166.59
12JUL1945 166.85
13JUL1945 166.67
16JUL1945 165.82
17JUL1945 162.43
18JUL1945 161.69
19JUL1945 162.81
20JUL1945 162.50
23JUL1945 161.65
24JUL1945 161.73
25JUL1945 163.44
26JUL1945 160.91
27JUL1945 160.92
30JUL1945 162.09
31JUL1945 162.88
01AUG1945 162.72
02AUG1945 162.49
03AUG1945 163.06
06AUG1945 163.19
07AUG1945 161.55
08AUG1945 161.83
09AUG1945 164.55
10AUG1945 165.14
13AUG1945 164.11
14AUG1945 164.79
17AUG1945 164.38
20AUG1945 163.11
21AUG1945 163.38
22AUG1945 164.54
23AUG1945 167.64
24AUG1945 169.89
27AUG1945 171.96
28AUG1945 172.32
29AUG1945 172.09
30AUG1945 172.37
31AUG1945 174.29
04SEP1945 173.90
05SEP1945 174.24
06SEP1945 175.96
07SEP1945 176.61
08SEP1945 176.99
10SEP1945 177.03
11SEP1945 177.77
12SEP1945 178.99
13SEP1945 178.59
14SEP1945 177.74
15SEP1945 175.65
17SEP1945 174.75
18SEP1945 177.58
